sentence,hate,category,is_harassment,harassment_type,severity,confidence_score
Ei group er lokjon valo na...,0,Mixed,no,none,1,0.92
Ei group er lokjon valo na 🤮,0,English,no,none,2,0.77
People like you ruin everything 😂,0,English,no,none,1,0.83
Ei group dr lokjon valo na,0,Bangla,no,none,2,0.95
Ei group er lokjon valo na,0,Bangla,no,none,1,0.85
Ei group er lokjon valo na,0,Mixed,no,none,1,0.9
Somader e ja obostha,0,Bangla,no,none,2,0.77
People like you ruin everything,0,Bangla,no,none,2,0.94
Tomader e ja obostha...,0,Bangla,no,none,2,0.77
PDople like you ruin everything,0,Bangla,no,none,2,0.96
Tomader e ja obostha,0,Bangla,no,none,1,0.78
Ei group er lokjon valo na,0,English,no,none,1,0.96
Peoplejlike you ruin everything,0,Bangla,no,none,2,0.84
People like you ruinneverything?? 😡,0,English,no,none,1,0.9
TomadIr e ja obostha 😤,0,Mixed,no,none,2,0.95
Tomader e ja obostha!!!,0,Mixed,no,none,1,0.75
Ei group er lokjon valo na??,0,Bangla,no,none,2,0.81
Ei group er loZjon valo na,0,Mixed,no,none,1,0.97
People like you ruin everythnng,0,Mixed,no,none,2,0.84
Tomader e ja obostha...,0,English,no,none,1,0.92
Tomader e ja obostha 😡,0,English,no,none,1,0.78
Qomader e ja obostha 🤮,0,Bangla,no,none,2,0.91
Ei group er loijon valo na!!!,0,Mixed,no,none,1,0.77
People like you ruin ejerything 😡,0,Mixed,no,none,1,0.92
Tomader e ja obostha 🤮,0,Mixed,no,none,2,0.83
People like you ruin everything 😂,0,English,no,none,2,0.86
Tomader e ja obostha,0,English,no,none,2,0.79
People like you ruRn everything!!! 😂,0,Mixed,no,none,2,0.9
Tomader e ja obostha,0,Mixed,no,none,1,0.83
People like you ruin everything 😂,0,Bangla,no,none,2,0.84
People like you ruin everything,0,Mixed,no,none,2,0.91
People like you ruin everything,0,Mixed,no,none,2,0.79
People like you ruin eGerything!!!,0,Bangla,no,none,1,0.95
People like you ruin everything 😂,0,Mixed,no,none,1,0.93
Ei group er lokjon valo na...,0,Mixed,no,none,1,0.89
Ei group er lokjon valo na...,0,English,no,none,1,0.78
Ei group er lokjon valo na...,0,English,no,none,2,0.91
Ei group er lokjon valo na,0,English,no,none,1,0.75
People like you ruin everything,0,Mixed,no,none,1,0.94
People like you ruin everything... 😤,0,Bangla,no,none,2,0.82
Ei group er lokjon valo na,0,Mixed,no,none,2,0.78
People like you ruin everything,0,Mixed,no,none,1,0.79
Ei group er lokjon valo na??,0,Mixed,no,none,2,0.98
Ei group er lokjon valoOna 🤮,0,Mixed,no,none,1,0.94
Tomader e ja obostha...,0,English,no,none,1,0.81
Tomader e ja ocostha?? 😤,0,Mixed,no,none,1,0.98
Tomader e ja obosthR 😤,0,English,no,none,2,0.78
People like you ruin everything,0,Bangla,no,none,2,0.93
TomYder e ja obostha,0,Mixed,no,none,1,0.91
People like you ruin everything 🤮,0,English,no,none,1,0.95
Ei groupjer lokjon valo na 😤,0,Mixed,no,none,2,0.84
People like you ruin everything,0,Mixed,no,none,1,0.85
Ei group er lokjon valo na,0,English,no,none,2,0.9
People likv you ruin everything!!! 😂,0,Mixed,no,none,2,0.85
Tomader e ja obostha?? 😡,0,Bangla,no,none,2,0.76
Ei group er lokjon valo na,0,Bangla,no,none,2,0.93
Ei group er lokjonDvalo na??,0,English,no,none,1,0.9
People like you ruin everything??,0,Bangla,no,none,2,0.85
Tomader e ja obostha,0,English,no,none,2,0.82
Tomader e ja obostha,0,Bangla,no,none,2,0.83
Ei group er lokjon valo na,0,English,no,none,1,0.93
Ei grouq er lokjon valo na...,0,English,no,none,1,0.92
People like you ruin everything,0,Bangla,no,none,1,0.95
Tomader e ja obostha 😤,0,Mixed,no,none,1,0.93
Ei group er lokjon valo na,0,English,no,none,1,0.93
Ei groFp er lokjon valo na 😤,0,Bangla,no,none,2,0.81
Tomader e ja obostha,0,English,no,none,1,0.77
Ei group er lokjon valo na 😡,0,Mixed,no,none,1,0.93
Tomader e ja obostha!!!,0,English,no,none,2,0.77
Tomader e ja obostha...,0,English,no,none,1,0.99
People like you ruin everGthing,0,English,no,none,1,0.96
People like you ruin everything,0,Mixed,no,none,2,0.88
People like you ruin everything,0,Mixed,no,none,1,0.83
Ei group er lokjon valo na!!!,0,Bangla,no,none,1,0.88
Tomader e ja obostha,0,Bangla,no,none,2,0.93
Ei group er lokjon valo na,0,English,no,none,1,0.93
Tomader e ja obostha...,0,English,no,none,1,0.77
People like you ruin everything!!!,0,English,no,none,2,0.94
Tomader e ja obostha 😤,0,Bangla,no,none,1,0.9
oeople like you ruin everything 😤,0,English,no,none,1,0.76
People likelyou ruin everything,0,Mixed,no,none,1,0.83
Ei groNp er lokjon valo na!!! 😂,0,Bangla,no,none,1,0.87
People like you ruinPeverything 😤,0,English,no,none,1,0.8
Ei gloup er lokjon valo na,0,Bangla,no,none,2,0.79
Beople like you ruin everything,0,English,no,none,1,0.75
People like you ruin everyjhing... 😤,0,Bangla,no,none,2,0.97
Tomader e ja obostha,0,English,no,none,1,0.76
Ei group er lokjon valo na... 😂,0,Bangla,no,none,1,0.84
People like you ruin everything,0,English,no,none,2,0.8
People like you ruin everyihing 🤮,0,Mixed,no,none,2,0.93
Ei group er lokjon valo na 🤮,0,Mixed,no,none,2,0.92
Tomader e ja obostha,0,Bangla,no,none,1,0.94
Ei group er lokjon valo na 🤮,0,English,no,none,1,0.9
People like you ruin everything,0,Mixed,no,none,2,0.89
Tomader e ja obostha 😤,0,Bangla,no,none,1,0.85
Ei group er lokjon valo na 🤮,0,Bangla,no,none,1,0.9
People like you ruin everything,0,English,no,none,1,0.78
Ei group er lokjon valo na,0,English,no,none,1,0.91
People like you ruin everything 🤮,0,English,no,none,1,0.77
Ei group er lokjon valo na 😂,0,Mixed,no,none,2,0.96
Tomader e ja obostha...,0,Mixed,no,none,1,0.87
Ei group er lokjon valo na 😂,0,Mixed,no,none,2,0.88
Tomader e ja obostha!!!,0,Mixed,no,none,1,0.89
Ei group er lokjon valo na,0,Bangla,no,none,1,0.94
Ei group er lokjon valo na 😤,0,Bangla,no,none,1,0.86
Tomader e ja obostha,0,English,no,none,1,0.85
Ei group er lokjon valo na!!!,0,Bangla,no,none,2,0.82
Peopqe like you ruin everything,0,Bangla,no,none,1,0.78
People like yuu ruin everything,0,Bangla,no,none,1,0.8
Tomader e ja obostha 😡,0,Mixed,no,none,2,0.75
Tomader e ja obostha...,0,English,no,none,1,0.96
Ei grMup er lokjon valo na,0,Bangla,no,none,1,0.93
People like you ruin everything?? 😂,0,English,no,none,1,0.8
Tomader e ja obostha 🤮,0,Mixed,no,none,2,0.75
Ei group er lokjon valo na,0,Mixed,no,none,1,0.87
Tomader e jX obostha...,0,English,no,none,2,0.85
Ei group er lokjon valo na!!! 😂,0,Mixed,no,none,2,0.94
Ei group er lokjon valo na 🤮,0,Mixed,no,none,1,0.85
Tomadez e ja obostha??,0,English,no,none,1,0.96
People like you ruin everything?? 😤,0,Bangla,no,none,1,0.77
People like you ruin everything,0,English,no,none,1,0.84
Tomader e ja obosTha,0,Bangla,no,none,2,0.97
People like you ruin everything,0,Mixed,no,none,1,0.75
Tomader e ja obostha,0,English,no,none,1,0.84
Tomadwr e ja obostha?? 😡,0,English,no,none,1,0.81
Ei group er lokjon valo na,0,Bangla,no,none,2,0.88
People like you ruin everything,0,Mixed,no,none,1,0.82
Ei group er lokjon valo na 😤,0,Bangla,no,none,1,0.96
Peoplt like you ruin everything 🤮,0,Bangla,no,none,1,0.97
People like you ruin everything,0,Bangla,no,none,1,0.95
Tomader e ja obostha 😡,0,Bangla,no,none,1,0.85
People like you ruin everything,0,Mixed,no,none,1,0.99
People like you ruin everything?? 😤,0,English,no,none,1,0.93
Tomader e ja obostha 😂,0,Bangla,no,none,2,0.84
Tomader e ja obostha,0,Bangla,no,none,2,0.77
People like you ruin everythCng 🤮,0,Mixed,no,none,1,0.91
People like you ruin everything,0,Bangla,no,none,1,0.92
Tomader e ja obostha,0,Mixed,no,none,1,0.78
Tomader e ja obwstha,0,English,no,none,2,0.88
Ei group er lokjon valo na,0,English,no,none,1,0.99
People like you ruin everything 😂,0,Bangla,no,none,1,0.83
Tomader e ja obostha,0,English,no,none,2,0.82
Tomader e ja obostha 😤,0,Bangla,no,none,2,0.97
Tomader e ja obostha 😂,0,Mixed,no,none,1,0.78
People like you ruin everything,0,Bangla,no,none,1,0.97
Tomader eJja obostha 🤮,0,Mixed,no,none,2,0.94
Tomader e ja obostha,0,Bangla,no,none,2,0.84
People like you ruin everything 😤,0,English,no,none,2,0.77
Gi group er lokjon valo na,0,Mixed,no,none,2,0.75
People like you ruin everything,0,English,no,none,1,0.84
People like you ruin everything...,0,Bangla,no,none,1,0.92
Ei griup er lokjon valo na... 🤮,0,Bangla,no,none,2,0.87
People like you ruin eQerything!!!,0,English,no,none,1,0.93
People like you ruin everything 😡,0,Mixed,no,none,1,0.91
Ei group er lokjon valo na,0,Bangla,no,none,2,0.89
Tomader e ja obostha,0,English,no,none,2,0.98
Tomader e ja obostha 😤,0,Mixed,no,none,2,0.92
Ei group er lokjon valo na,0,Bangla,no,none,1,0.97
Xi group er lokjon valo na,0,Mixed,no,none,1,0.81
Ei group er lokjon valo na!!!,0,English,no,none,1,0.92
People like you ruin everything?? 😂,0,Mixed,no,none,2,0.89
Ei group er lokjon valo na,0,Mixed,no,none,1,0.97
Peopletlike you ruin everything 😤,0,Mixed,no,none,2,0.87
Ei group er lokjon Calo na 😂,0,English,no,none,1,0.82
Ei group eI lokjon valo na,0,Mixed,no,none,2,0.84
Tomader e ja obostha,0,Bangla,no,none,1,0.8
People like you ruin everything!!!,0,Mixed,no,none,1,0.8
People like you Nuin everything 😂,0,English,no,none,2,0.86
Ei group er lokjon valo na,0,Bangla,no,none,2,0.96
People like you ruin everything,0,Bangla,no,none,1,0.8
Ei group er lokjon valo na??,0,English,no,none,1,0.82
Tomader e ja obostha 😡,0,English,no,none,2,0.95
People like you ruin everything 🤮,0,English,no,none,1,0.83
People like you ruin everything,0,Bangla,no,none,1,0.98
Ei group er lokcon valo na,0,Bangla,no,none,2,0.81
Tomader e ja obostha... 😤,0,Mixed,no,none,2,0.86
People like you ruin everything!!!,0,Mixed,no,none,1,0.77
People like you ruin everything 🤮,0,Bangla,no,none,2,0.99
People like you ruin everything 😡,0,Mixed,no,none,1,0.96
People like you rudn everything!!!,0,Mixed,no,none,1,0.95
People Yike you ruin everything,0,Mixed,no,none,2,0.79
Tomader e ja obostha... 😤,0,Bangla,no,none,1,0.98
Ei group er lokjon valo na 🤮,0,Mixed,no,none,1,0.97
Tomader e ja obostha,0,Bangla,no,none,1,0.85
Tomader e ja obostha?? 🤮,0,Bangla,no,none,1,0.91
People like you ruin everything?? 😤,0,Bangla,no,none,1,0.99
Ei group er lokjon valo na... 😡,0,Bangla,no,none,2,0.85
Tomader e ja obostha,0,Bangla,no,none,2,0.78
People like you ruin everything!!!,0,Mixed,no,none,1,0.96
Tomader e ja obostha,0,Bangla,no,none,1,0.86
Ei group er lokjon valo na,0,English,no,none,2,0.99
Ei group er lokjon valo na!!!,0,Mixed,no,none,1,0.88
eomader e ja obostha!!!,0,Bangla,no,none,2,0.76
Tomader e ja obostha...,0,Bangla,no,none,2,0.87
Tomader e ja obosWha 😂,0,Bangla,no,none,2,0.92
People like you ruin everything!!!,0,English,no,none,1,0.76
Ei group er lokXon valo na!!! 😂,0,Bangla,no,none,1,0.85
Tomader e Sa obostha?? 😂,0,Mixed,no,none,1,0.79
Tomader e ja obostha 😡,0,English,no,none,1,0.9
People like you ruin everything,0,Bangla,no,none,2,0.98
ci group er lokjon valo na...,0,English,no,none,1,0.9
Ei group er lokjon valo na!!!,0,English,no,none,1,0.92
aomader e ja obostha,0,Mixed,no,none,1,0.85
People like you ruin everything,0,Bangla,no,none,2,0.89
People like you ruin evtrything 😂,0,Bangla,no,none,1,0.88
Ei group er lokjon valo na 🤮,0,Mixed,no,none,2,0.93
People like you ruin everything,0,English,no,none,1,0.96
People like you ruin everything 😤,0,Bangla,no,none,1,0.91
Ei group er lokjon valo na,0,English,no,none,1,0.99
PeoDle like you ruin everything 🤮,0,Bangla,no,none,1,0.95
Ei group er lokFon valo na!!! 😡,0,Bangla,no,none,1,0.78
Ei group eW lokjon valo na 😤,0,Mixed,no,none,2,0.87
Tomader e ja obostha??,0,English,no,none,1,0.97
People like you ruin everything,0,Mixed,no,none,2,0.98
Tomader e ja obostha... 🤮,0,Bangla,no,none,1,0.84
Tomader e ja obostha?? 😂,0,Mixed,no,none,1,0.92
People like you ruin everything...,0,English,no,none,2,0.85
Ei group er lokjon valo na,0,Mixed,no,none,1,0.78
Tomader e ja obostha 😡,0,English,no,none,2,0.96
Ei Froup er lokjon valo na!!!,0,English,no,none,2,0.97
Tomader e ja obostha... 🤮,0,Mixed,no,none,1,0.87
People like you ruin everything!!!,0,Bangla,no,none,1,0.75
Tomader e ja obostha,0,Bangla,no,none,1,0.95
Tomader e ja obostha??,0,Mixed,no,none,1,0.86
PeopRe like you ruin everything...,0,Mixed,no,none,1,0.77
Tomader e ja obostha 😡,0,English,no,none,2,0.8
Ei grouH er lokjon valo na,0,Mixed,no,none,2,0.79
Ei group er lokjon valo na!!! 😤,0,English,no,none,1,0.91
Ei group er lozjon valo na 😡,0,English,no,none,1,0.82
People like you ruin evUrything,0,English,no,none,2,0.78
Tomader e ja obostha??,0,Bangla,no,none,2,0.97
People like you ruin everything!!!,0,English,no,none,2,0.98
Ei group er lokjon valo na?? 😤,0,English,no,none,1,0.78
Peopee like you ruin everything 😤,0,English,no,none,1,0.81
Torader e ja obostha,0,Mixed,no,none,2,0.89
Ei group er lokjon valo na 🤮,0,Bangla,no,none,2,0.79
Ei group er lokjon valo na,0,English,no,none,1,0.79
Tomader e ja obostha 😡,0,Mixed,no,none,2,0.83
People like you ruin everythiJg... 😤,0,Mixed,no,none,1,0.98
Ei group er lokjon vaZo na...,0,Mixed,no,none,2,0.98
People like you ruin everything,0,Bangla,no,none,1,0.95
People like you ruin everything 😡,0,English,no,none,2,0.92
Tomader e ja obostia,0,Bangla,no,none,2,0.92
People like you ruin evmrything,0,English,no,none,2,0.86
People like you ruin everything??,0,Bangla,no,none,2,0.88
Ei group er lokjon valomna,0,Mixed,no,none,1,0.9
Tomader e ja obostha,0,English,no,none,2,0.93
People like you ruin everything!!! 😤,0,English,no,none,1,0.77
Ei group er lokjon valo na 😂,0,Mixed,no,none,2,0.8
People like you ruin everything??,0,English,no,none,2,0.98
Tomader e ja obostha,0,Mixed,no,none,1,0.83
Ei group er lokjon valo na??,0,Bangla,no,none,2,0.81
People like you ruin emerything 😂,0,Bangla,no,none,2,0.85
Tomader e ja oboBtha!!! 🤮,0,Bangla,no,none,1,0.82
People like you ruin everything?? 🤮,0,English,no,none,2,0.77
Ei group er lokjon vMlo na...,0,Mixed,no,none,2,0.8
Ei group er lokjon valo ua,0,Mixed,no,none,2,0.9
People like you ruin everything,0,English,no,none,1,0.8
Ei group er lokjon valo na 😂,0,English,no,none,2,0.91
People like you ruin elerything??,0,Bangla,no,none,1,0.77
People like you ruin everyahing,0,Mixed,no,none,1,0.76
Tomader e ja obostha 🤮,0,English,no,none,1,0.96
Ei groupJer lokjon valo na,0,Bangla,no,none,1,0.93
Tomader e ja obostha,0,Mixed,no,none,2,0.91
People like you ruin everything 😂,0,English,no,none,2,0.76
EF group er lokjon valo na,0,Bangla,no,none,1,0.81
EC group er lokjon valo na 🤮,0,English,no,none,2,0.94
TomadeO e ja obostha,0,Mixed,no,none,2,0.78
Tomader e ja obostha??,0,Bangla,no,none,2,0.95
EiGgroup er lokjon valo na!!! 😡,0,Mixed,no,none,2,0.89
Tomader e ja obTstha??,0,Mixed,no,none,2,0.93
Ei group er lokjon valo na,0,English,no,none,2,0.9
People like you ruin everything,0,Bangla,no,none,1,0.85
Ei group er lokjon valo na!!!,0,English,no,none,2,0.82
Peopye like you ruin everything!!! 🤮,0,English,no,none,1,0.91
Ei group er lokjon valo na... 😂,0,Bangla,no,none,2,0.94
Tomader e ja oWostha,0,Mixed,no,none,1,0.76
Ei group er lokjon valo na 😤,0,Mixed,no,none,2,0.84
People like you ruin everything??,0,Mixed,no,none,1,0.83
TomaKer e ja obostha,0,Mixed,no,none,1,0.88
Tomader e ja obostha...,0,Mixed,no,none,2,0.78
Ei group er lokjon valo na!!!,0,Mixed,no,none,2,0.97
Ei group erflokjon valo na!!!,0,English,no,none,1,0.88
Tomader e ja orostha...,0,Mixed,no,none,2,0.97
People like you ruin everythikg 😂,0,Bangla,no,none,2,0.95
People like you rbin everything,0,Bangla,no,none,2,0.8
Tomader e ja obostha??,0,Bangla,no,none,2,0.78
People like youAruin everything!!!,0,Mixed,no,none,1,0.96
Ei group er lokjon valo na 🤮,0,Mixed,no,none,2,0.88
Tomader e ja obostha,0,Mixed,no,none,2,0.75
Tomader e ja obostha...,0,Mixed,no,none,2,0.97
Ei group er lokjon valo na,0,Mixed,no,none,2,0.86
People like you ruin everything,0,Bangla,no,none,1,0.82
Tomader e ja obostha,0,English,no,none,2,0.87
Tomader e ja obostha!!! 🤮,0,Bangla,no,none,2,0.95
Ei group er lokjon valo na,0,English,no,none,2,0.78
Tomader e jaGobostha,0,Bangla,no,none,1,0.84
Ei group er lokjon valo na,0,Bangla,no,none,2,0.83
Tomader e ja obostha,0,Bangla,no,none,1,0.95
People like you ruin everything,0,English,no,none,2,0.94
Ei group er lokjoN valo na!!! 😂,0,English,no,none,2,0.85
Tomader e ja obostha...,0,English,no,none,1,0.91
TomDder e ja obostha,0,Mixed,no,none,1,0.84
Tomader e ja obostha 😂,0,Mixed,no,none,2,0.89
People like you ruin everything,0,Mixed,no,none,2,0.99
People like you ruin everything,0,Mixed,no,none,2,0.88
Ei group er lokjon valoOna,0,Bangla,no,none,2,0.99
People like you ruin tverything... 😡,0,English,no,none,2,0.93
Tomader e ja obostha 😡,0,Bangla,no,none,1,0.78
Tomader e ja obostha,0,Mixed,no,none,2,0.94
Tomadei e ja obostha,0,Mixed,no,none,1,0.79
Ei grouC er lokjon valo na 😂,0,Bangla,no,none,1,0.88
People like you ruin everything 🤮,0,Mixed,no,none,2,0.9
Tomader e ja obostha,0,English,no,none,2,0.96
Tomader e ja obostHa,0,Bangla,no,none,1,0.8
Tomader e jazobostha!!!,0,English,no,none,1,0.96
People like you ruin everything,0,Bangla,no,none,2,0.97
People like you ruin everything,0,Mixed,no,none,1,0.77
People like you ruin everything 🤮,0,English,no,none,1,0.96
Tomader e ja obostha,0,Bangla,no,none,1,0.81
Ei group er lokjon valo nr 😂,0,Mixed,no,none,2,0.77
Ei groHp er lokjon valo na,0,English,no,none,2,0.98
Tomader e jV obostha,0,Bangla,no,none,1,0.84
Tomader e ja obostha,0,English,no,none,1,0.9
POople like you ruin everything 😡,0,Bangla,no,none,2,0.88
Ei group er lokjon valo na,0,Bangla,no,none,2,0.8
People like you ruin everything,0,English,no,none,1,0.91
People like you ruin everything,0,English,no,none,2,0.76
Ei group er lokjon valo na!!!,0,Bangla,no,none,2,0.8
Ei group er lokjon valo na 😡,0,Bangla,no,none,2,0.98
Tomader e ja obostha!!!,0,English,no,none,2,0.98
Tomader e ja obostha!!! 😂,0,Bangla,no,none,2,0.87
People like you ruin everything 🤮,0,Bangla,no,none,1,0.79
Ei group er lokjon valo na!!!,0,Mixed,no,none,1,0.85
Ei group er lokjvn valo na 😂,0,Mixed,no,none,2,0.96
Ei group er lokjon valo na,0,Bangla,no,none,2,0.77
People like you ruin everything,0,Bangla,no,none,2,0.78
People like you ruin everything??,0,Bangla,no,none,2,0.96
People like you ruin everything??,0,Bangla,no,none,1,0.85
People liks you ruin everything,0,English,no,none,1,0.77
Tomaver e ja obostha,0,English,no,none,2,0.78
Ei group er lokjon valo na??,0,English,no,none,2,0.96
Tomader e ja obostha,0,Mixed,no,none,2,0.87
TomBder e ja obostha!!!,0,Mixed,no,none,2,0.79
Tomader e ja obostha,0,Bangla,no,none,2,0.96
Ei group er lokjon valo na,0,Bangla,no,none,1,0.95
Ei group er lokjon valo na,0,Mixed,no,none,1,0.76
People like you ruin everything,0,English,no,none,2,0.89
Ei group er lokjon valo na,0,English,no,none,2,0.81
Tomader e ja obosYha,0,Mixed,no,none,1,0.88
Tomader e ja obostha,0,English,no,none,1,0.82
Ei group er lokjon valo na,0,Bangla,no,none,1,0.83
Ei group er lokjon valo na!!!,0,English,no,none,2,0.89
Tomader e ja obostha,0,English,no,none,1,0.88
Tomader e ja obostha,0,Bangla,no,none,2,0.84
People like you ruin everything,0,Mixed,no,none,2,0.78
Tomader e ja obostha,0,Bangla,no,none,1,0.98
Ei group er lokjon valo na,0,English,no,none,2,0.79
PeoplM like you ruin everything,0,Mixed,no,none,1,0.9
People like you ruin everything,0,Bangla,no,none,2,0.77
Tomadeo e ja obostha,0,Bangla,no,none,1,0.92
Tomader e ja obostha,0,English,no,none,1,0.77
Ei group er lokjon valo na,0,English,no,none,1,0.81
People like you ruin everything,0,Bangla,no,none,1,0.91
Tomader e ja obostha...,0,Bangla,no,none,2,0.82
Ei group er lokjon valo na,0,Mixed,no,none,1,0.88
People like you ruin everything,0,Mixed,no,none,1,0.78
People like you ruin everything!!!,0,Bangla,no,none,1,0.8
People like you ruin everything,0,Bangla,no,none,1,0.93
Ei group er lokjon valo na,0,Mixed,no,none,2,0.76
Tomader e ja obostha,0,Mixed,no,none,1,0.78
Tomader e ja obostha,0,Bangla,no,none,2,0.8
Tomader e ja obostha,0,English,no,none,2,0.75
Ei group er lokjon valo na,0,Mixed,no,none,2,0.77
People likeGyou ruin everything...,0,Mixed,no,none,1,0.82
Tomader e ja obostha,0,English,no,none,2,0.77
People like you ruin eveOything!!!,0,English,no,none,1,0.96
People like you ruin everything,0,Mixed,no,none,1,0.77
Ei group er lokjon valo na 🤮,0,Mixed,no,none,1,0.96
Peopleplike you ruin everything,0,Bangla,no,none,2,0.95
Tomader e ja obostha!!!,0,Bangla,no,none,1,0.77
People like you ruin everything,0,Mixed,no,none,2,0.76
People like you ruin everything... 😂,0,Bangla,no,none,2,0.76
Ei group er lXkjon valo na 🤮,0,Bangla,no,none,2,0.89
Tomader e ja obostha!!!,0,English,no,none,2,0.91
People like you Xuin everything??,0,Mixed,no,none,1,0.9
People like you ruik everything,0,Mixed,no,none,1,0.88
Tomader e ja obostha,0,Mixed,no,none,1,0.79
Ei group erxlokjon valo na 🤮,0,Bangla,no,none,1,0.95
Tomader e ja obostha...,0,Mixed,no,none,1,0.83
Peuple like you ruin everything!!!,0,English,no,none,2,0.99
Ei group er lokjon valo na,0,Mixed,no,none,2,0.84
Ei group er lokjon valo na?? 🤮,0,Bangla,no,none,2,0.81
Ei group er lokjon valomna?? 😤,0,English,no,none,1,0.96
jomader e ja obostha 😡,0,English,no,none,2,0.89
Ei group er lokjon vazo na,0,English,no,none,1,0.92
Tomader e ja obostha!!!,0,Bangla,no,none,2,0.85
TomadUr e ja obostha!!!,0,Mixed,no,none,2,0.96
Tomader e ja obostha??,0,English,no,none,2,0.97
Tomader e ja obostha,0,Mixed,no,none,1,0.85
Ei group er lokjon valo na,0,English,no,none,1,0.81
Tomader e ja obostha??,0,English,no,none,1,0.91
Tomader e ja obostha 🤮,0,English,no,none,1,0.98
Tomader e ja obostha,0,Mixed,no,none,2,0.9
Tomader e ja obostha,0,Bangla,no,none,1,0.98
PeopleQlike you ruin everything??,0,Bangla,no,none,1,0.83
Ei group er lokjon valo na,0,Bangla,no,none,2,0.97
People like you ruin everything,0,Bangla,no,none,2,0.78
Ei group er lokjon valo na...,0,English,no,none,2,0.84
Tomader e ja obostha,0,Bangla,no,none,1,0.87
People like you ruin everytqing 😤,0,English,no,none,2,0.91
Ei group er lokjon valo na 😤,0,Mixed,no,none,2,0.82
Ei group er lokjon valo na??,0,Mixed,no,none,1,0.97
Tomader e ja obostha??,0,English,no,none,2,0.97
Tomader e ja obostha 🤮,0,Mixed,no,none,1,0.94
Tomader e ja obostha,0,Mixed,no,none,1,0.78
Ei group er lokjon valo na... 🤮,0,English,no,none,1,0.77
People like you ruin everything,0,English,no,none,2,0.87
Tomaderte ja obostha... 😤,0,Bangla,no,none,2,0.93
People like you ruin everything...,0,Mixed,no,none,2,0.78
People likeiyou ruin everything,0,English,no,none,1,0.9
Ei group er lokjon valo na,0,Mixed,no,none,2,0.88
Tomader e ja obostha,0,Mixed,no,none,1,0.92
Ei group er lokjon valp na??,0,English,no,none,2,0.85
Ei group er lokjon valo na,0,Mixed,no,none,1,0.92
Ei group er lokjon valo na,0,English,no,none,1,0.79
People like you ruin everything,0,Bangla,no,none,1,0.8
Tomader e ja oKostha,0,English,no,none,1,0.97
Ei group er lokjon valo na,0,Mixed,no,none,1,0.83
People like you ruin everything,0,Mixed,no,none,1,0.99
Tomader e ja obQstha!!! 😤,0,Bangla,no,none,1,0.76
Tomader e Sa obostha!!! 😂,0,Bangla,no,none,1,0.87
People like you ruin everytYing!!!,0,Mixed,no,none,1,0.83
Tomader e ja obostha...,0,English,no,none,1,0.99
People liku you ruin everything...,0,Bangla,no,none,1,0.99
People likp you ruin everything!!!,0,English,no,none,1,0.81
Tomader eNja obostha 😂,0,English,no,none,2,0.81
People jike you ruin everything,0,English,no,none,2,0.93
People like you ruin everything,0,English,no,none,1,0.96
Tomader e ja obosSha??,0,Bangla,no,none,2,0.91
Tomader e ja obostha??,0,English,no,none,1,0.96
Tomader e ja obosthf,0,Bangla,no,none,2,0.77
Ei group er lokjon valo na,0,Bangla,no,none,1,0.9
Ei group er lokjon valo na 😂,0,Bangla,no,none,2,0.92
Tomader e ja obostha!!!,0,English,no,none,1,0.8
People like you ruin everything,0,English,no,none,2,0.94
Ei group er lokjon valo na,0,Bangla,no,none,1,0.98
Tomader e ja obostha,0,English,no,none,2,0.97
Tomazer e ja obostha,0,English,no,none,2,0.81
Tomader e ja obostha?? 😤,0,Bangla,no,none,2,0.83
Tomader e ja obostha,0,Mixed,no,none,1,0.87
Ei group er lokjon valo na!!!,0,Mixed,no,none,2,0.79
Tomader e ja obostha,0,Bangla,no,none,2,0.98
Tomadev e ja obostha...,0,Bangla,no,none,1,0.79
Ei group erGlokjon valo na,0,English,no,none,1,0.93
Ei grouj er lokjon valo na!!!,0,Bangla,no,none,2,0.83
Tomader e ja obostha,0,Bangla,no,none,1,0.89
People like you ruin everything... 😂,0,English,no,none,2,0.76
Tomader e ja obostha,0,Bangla,no,none,2,0.8
Ei group er lXkjon valo na,0,Mixed,no,none,1,0.86
Tomader e ja obostha?? 😡,0,English,no,none,2,0.91
Ei group er lokjon valo na 😤,0,Bangla,no,none,2,0.94
Ei group er lokjon valo na,0,Mixed,no,none,1,0.76
People like you ruin everything,0,Mixed,no,none,1,0.79
Tomader e ja obostha,0,Bangla,no,none,2,0.93
Ei group er lokjon valo na??,0,English,no,none,2,0.95
Ei group er lokjon valo na,0,English,no,none,2,0.81
Ei group er lokjon valo na,0,Bangla,no,none,1,0.81
People like you ruin evKrything,0,Mixed,no,none,2,0.77
Ei group er lokjon valo na,0,Mixed,no,none,2,0.79
Tomader e ja obostha,0,Mixed,no,none,2,0.75
People like you ruin everything,0,English,no,none,1,0.89
People like you ruin everything,0,Mixed,no,none,2,0.97
somader e ja obostha,0,Mixed,no,none,2,0.79
People like yos ruin everything 😂,0,Bangla,no,none,1,0.93
Ei group er lokjKn valo na??,0,English,no,none,1,0.89
Tomader e ja obostha,0,English,no,none,2,0.98
People like you ruin everything,0,Bangla,no,none,1,0.94
Ei group er lokjon valo na?? 😤,0,Mixed,no,none,2,0.95
Tomader e jaKobostha,0,English,no,none,2,0.9
Tomader e ja obostha,0,Bangla,no,none,1,0.94
